[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 今天这场对话让我感受到了一种冰冻解风后的人间烟火气息
[03:33:18] 然后在纽约的街头上面拍了一段
[03:33:21] 我们也没能很不幸
[03:33:23] 没能拍出来毕干式的成镜头
[03:33:25] 但是边走边拍
[03:33:27] 然后算是一个写给纽约的情书
[03:33:30] 然后但是很多人不理解说你们拍这个东西干什么
[03:33:33] 这个东西跟你paper有关系吗
[03:33:35] 我说当然有关系了
[03:33:37] 我们paper的本身就是在讲一个活在真实世界里面的智能体
[03:33:43] 它是怎么能够去摄入这种连续的视觉流的信号
[03:33:48] 并且能够去感受到这个世界在发生的事情
[03:33:52] 他们可能会被一些事情触动
[03:33:55] 对吧
[03:33:56] 会surprise会感到惊讶
[03:33:58] 但更多的时候
[03:33:59] 他的大脑会有一个某种自发运作的这种世界模型
[03:34:03] 在指导大家做自己
[03:34:05] 就指导大家活在这个世界上
[03:34:07] 对
[03:34:08] 我觉得这边paper其实还蛮有意思的
[03:34:11] 因为我其实也以前也没有做过这种事情
[03:34:13] 我自己也没有做过这种有点像希望想要set一个agenda
[03:34:17] 就是定义问题的这样的工作
[03:34:19] 所以说也是希望像飞飞老师多学习吧
[03:34:22] 就是飞老师经常说北极星对吧
[03:34:25] 我一直在问的问题也是到底什么是视觉的北极星
[03:34:29] 到底这个问题到底是什么
[03:34:31] 应该怎么去解决它
[03:34:33] 对
[03:34:34] 所以这是paper
[03:34:35] 你有找到答案吗
[03:34:37] 找不到答案
[03:34:38] 找到答案我就不坐在这
[03:34:39] 我觉得这是一个终极问题
[03:34:41] 我觉得这不是一个
[03:34:43] 计算机视觉的问题
[03:34:45] 或者说其实其实我想说的是
[03:34:47] 其实计算机视觉
[03:34:49] 这个这个他们也很有趣吧
[03:34:51] 他叫vision
[03:34:52] 那vision有两重意思
[03:34:53] 它是一个非常有奇异的词语
[03:34:56] vision既指你的视觉
[03:34:58] 又指你对未来的预判
[03:35:01] 对吧
[03:35:02] 就你说你一个人很有vision
[03:35:04] 有愿景
[03:35:05] visionary有愿景
[03:35:06] 对吧
[03:35:07] 所以我觉得computer vision其实
[03:35:10] 我完全不会
[03:35:13] 我可以说我是一个做computer vision的人
[03:35:17] 对
[03:35:18] 但在我定义下的computer vision
[03:35:20] 它是一个perspective
[03:35:22] 它不是一个具体的任务
[03:35:24] 它甚至也不是一个具体的领域
[03:35:27] 它是一个perspective
[03:35:29] 它是一个观点
[03:35:31] 对
[03:35:32] 或者说它是
[03:35:33] 我觉得智能
[03:35:35] 就它蛮本质的
[03:35:37] 它是智能一定要解决的
[03:35:40] 一系列问题的总和
[03:35:43] 它是总和
[03:35:44] 对
[03:35:45] 我说具体一点
[03:35:46] 就是什么是vision
[03:35:47] 或者vision care哪些问题呢
[03:35:49] 我不一定能说的清楚
[03:35:50] 让我想一想
[03:35:51] 它第一它care处理的信号
[03:35:54] 是连续空间的高维度的有噪音的信号
[03:35:58] 对吧
[03:35:59] 这是computer vision要解决的问题
[03:36:03] 不是在纸上写了大量的文字
[03:36:05] 我们现在要能够演化出某种智能
[03:36:07] 它不解决这个问题
[03:36:08] 它address这个market
[03:36:10] 它的target的这个市场
[03:36:12] 就跟language完全不同
[03:36:14] 对吧
[03:36:16] 连续高维度有噪音的信号
[03:36:19] 这是vision要解决的问题
[03:36:21] 第二
[03:36:22] 从做vision第一天起
[03:36:24] 从我刚刚说
[03:36:26] 我的第一篇paper
[03:36:27] DSN或者head的这个HED开始
[03:36:30] 我就知道
[03:36:32] 或者说我就有这样的一个bet吧
[03:36:34] 就是vision其实最重要的事情
[03:36:37] 就是要学会这种层次化的表征
[03:36:39] 就是hierarchical representation
[03:36:41] 这件事情是非常非常重要的
[03:36:43] 如果你的表征没有层次的话
[03:36:45] 你是没有办法去解决这个世界上
[03:36:48] 很多很多的问题的
[03:36:50] 层次化的过程就是一个抽象化的过程
[03:36:55] 抽象化的过程就是一个所谓的泛化的过程
[03:36:58] 是一个generalization的过程
[03:37:00] 这件事情跟language model又很不一样
[03:37:03] 因为language model是纯粹在语义的空间里面去思考这个问题的
[03:37:08] 所以
[03:37:09] 嗯
[03:40:10] 那陈柱你觉得你们这些人沮丧吗
[03:40:12] 呃
[03:40:13] 我觉得我不沮丧
[03:40:14] 我觉得完全不沮丧
[03:40:16] 我觉得像我说的我要感谢这个LM
[03:40:19] 对
[03:40:20] 没有LM的话
[03:40:21] vision也没办法拓展到现在
[03:40:24] 这种真正的多模态智能的这样一个大的scope
[03:40:27] 嗯
[03:40:28] 就其实在视觉的发展史
[03:40:31] 在看来其实也有两根轴你可以画
[03:40:34] 这根轴是说
[03:40:36] 在古早时期对吧
[03:40:38] 在最early的stage
[03:40:39] 计算机视觉所要handle的事情
[03:40:41] 永远是这些最单一最具体最简单的任务
[03:40:46] 比如说
[03:40:47] MNIST的数字识别对吧
[03:40:49] 1234我要把它显示出来到底是数字几
[03:40:53] 然后到后面有一些小的数据集
[03:40:54] 像C4这样的数据
[03:40:56] 是一个32x32的像素上面的十分类的问题
[03:41:00] 是猫是狗是汽车是飞机
[03:41:02] 然后再到后面
[03:41:04] 像有ImageNet这样的diastatic出现
[03:41:06] 它变成了一个在256x256的图表上
[03:41:08] 然后做classification的问题
[03:41:13] 对吧
[03:41:14] 但这些时候还比较相对来说比较可控
[03:41:16] 然后再到后面会有detection segmentation
[03:41:21] 就是这种更结构化的这种认知的过程
[03:41:25] 对
[03:41:26] 然后这些是competition
[03:41:27] 然后再到后面对吧
[03:41:29] 这根轴继续往前推演
[03:41:30] 就会到比如说这种multimodal launch model的星期
[03:41:33] 当因为多模态的介入
[03:41:35] 我们可以很容易的放弃很容易的
[03:41:38] 很多这些具体的比较固化的这种task的design
[03:41:44] 这种任务的design
[03:41:45] 然后去
[03:41:46] 我现在就可以拿着一张图问各种各样的问题
[03:41:49] suppose以这件事情语言作为一个很好的interface
[03:41:52] 或者语言作为一种很好的界面
[03:41:54] 它是可以去帮你解决很多很多问题的
[03:41:58] 对吧
[03:41:59] 所以你可以看到这个轴
[03:42:02] 这根轴是从task从简单到复杂
[03:42:08] 的这样一根轴
[03:42:10] 但也是一个语言开始慢慢介入到competition的一根轴
[03:42:16] 是吧
[03:42:17] 这里面会有两个问题
[03:42:18] 第一件事情是语言介入到vision之后
[03:42:21] 带给我们巨大的好处
[03:42:22] 让我们可以很自由的定义问题
[03:42:24] 我们可以问任何事情
[03:42:25] 然后可以得到任何答案
[03:42:27] 但第二个很重要的风险在于语言的介入导致
[03:42:32] 你的你对语言的依赖也变多了
[03:42:35] 嗯
[03:42:36] 所以导致所谓很多多模态的时候
[03:42:37] 嗯
[03:42:38] 这些任务其实跟语言跟视觉没有什么关系
[03:42:42] 纯粹是一个语言的问题
[03:42:44] 嗯
[03:42:45] 然后从这个角度来讲
[03:42:47] 那我当然是觉得对哎
[03:42:50] vision好像变得边缘化
[03:42:52] 对吧
[03:42:53] 但我当然不会觉得沮丧
[03:42:54] 我会觉得这是一个巨大的机会
[03:42:57] 因为等到最后就是如果你现在解决的问题比较简单的时候
[03:43:02] 那无所谓
[03:43:03] 你用语言能解决的问题
[03:43:04] 那就用语言去解决就好了
[03:43:06] 对吧
[03:43:07] 那我现在就知道我没有办法做这个
[03:43:09] 虽然我没有看到我没有办法做所谓的grounding
[03:43:11] 啊
[03:43:12] 就我没有办法知道你描述给我的这个红色的苹果
[03:43:15] 到底什么什么叫做红色
[03:43:17] 到底什么叫做苹果
[03:43:18] 但 somehow通过这种啊统计信息
[03:43:21] 在语言里面我还是能够去完成一些角色的任务
[03:43:25] 啊这件事你们无可厚非
[03:43:26] 我觉得没有问题
[03:43:27] 但这里面暗藏的巨大的机会是说
[03:43:30] 等到真的有一天
[03:43:32] 我们需要去deal with
[03:43:34] 这种真实世界里面真实的task
[03:43:36] 去build 某种真实的intelligence
[03:43:38] 那现在这种不够完美的这种视觉的表征
[03:43:44] 就会是一个重大的缺陷
[03:43:46] 所以杨洛坤的说法是
[03:43:49] 现在大家都是只是拄着拐杖
[03:43:52] 这个拐杖就是语言模型本身
[03:43:54] 对吧
[03:43:55] 虽然你可以走路
[03:43:56] 然后你会觉得我还走的挺好的
[03:43:58] 但是你可能跑不起来
[03:44:00] 你也没有办法去参加这个奥运会
[03:44:03] 对因为你有一根腿
[03:44:05] 这部分是你自己的腿
[03:44:06] 但是所谓视觉的表征的这一根腿
[03:44:09] 现在还是不够好
[03:44:12] 为什么你说是真实的intelligence
[03:44:14] LLM为什么不是真实的intelligence
[03:44:16] 因为我觉得LLM是网
[03:44:18] LLM是虚拟的intelligence
[03:44:23] 但是我们的智商
[03:44:24] 所谓的智力不也是虚拟的吗
[03:44:27] 我觉得可能虚拟这个词不对
[03:44:29] 我定义的真实是说
[03:44:30] 是跟真实的世界要发生交互的
[03:44:33] 对这个意思是什么
[03:44:34] 就是说
[03:44:35] 你看现在LLM能解决的很好的这些问题
[03:44:38] 大部分还是在digital space发生的
[03:44:41] 比如说
[03:44:43] 他能够记忆下来所有的这些factual knowledge
[03:44:47] 他可以去知道
[03:44:49] 对吧
[03:44:50] 我们可以把所有的wikipedia的这些article全都存在里面
[03:44:53] 可以告诉我们想知道的一切
[03:44:55] 他可以做很好的这种法律顾问
[03:44:58] 他可以去甚至可以去帮忙去总结知识
[03:45:02] 然后去做education去做教育
[03:45:04] 大量这些东西对吧
[03:45:07] 然后我觉得LLM当然是革命性的
[03:45:11] 但是这件事情跟我刚刚说的
[03:45:15] vision as a perspective要解决的问题
[03:45:18] 其实完全不是一个市场
[03:45:20] 如果你现在要handle的东西是continuous space
[03:45:26] high dimensional noisy的这种domain的话
[03:45:29] 比如说机器人
[03:45:31] 这些space不只是机器人by the way
[03:45:33] 机器人是其中一个很好的例子
[03:45:35] 我当然会说
[03:45:36] 这些事情很难被tokenize的
[03:45:38] 他们已经脱离了这个virtual space
[03:45:41] 脱离了digital space
[03:45:43] 对吧
[03:45:44] 这件事情涉及到什么样的task呢
[03:45:46] 你说非常对
[03:45:47] 我觉得机器人是一个
[03:45:48] 也会有很多的这些industrial application
[03:45:52] industrial process的control
[03:45:54] 就是说一些所有的这些涉及到sensory modeling的信号
[03:45:59] 就是说你有一个有很多不同的这种sensor对吧
[03:46:03] 这种传感器
[03:46:04] 然后他会感知到这个世界里面在发生什么事情
[03:46:08] 然后你现在要有一个统一的算法去model这个environment
[03:46:12] 这个system
[03:46:13] 使得你在去performing action或者intervention
[03:46:17] 就是说你在有一个动作或者你有介入的时候
[03:46:20] 你能够去预测出来这个系统接下来会发生怎么样的变化
[03:46:25] 这件事情是LM很难做到
[03:46:28] 然后这件事情你说非常对
[03:46:31] 我觉得在我看起来其实是
[03:46:33] 有两个极端
[03:46:34] 一个极端是LM非常擅长在数字化空间里面做很多很多的事情
[03:46:42] 并且也非常擅长通过用coding这样的interface
[03:46:46] 通过agent的方式去介入到我们的物理生活之中
[03:46:50] 这件事情也会发生也没有问题
[03:46:53] 但总归是它还是基于一个离散的token的这样的一个position
[03:47:00] 最右边是robotics
[03:47:03] 但这个robotics不是简单的robotics
[03:47:05] 这个robotics必须得要是真正的general purpose的robotics
[03:47:11] 它能够generalize到就是泛化到一定程度
[03:47:15] 使得它能够做人能做到的一切
[03:47:18] 它有自己的一套决策系统
[03:47:20] 然后它有自己的一个自己的大脑
[03:47:23] 然后我现在感觉就是说这两集对吧
[03:47:27] 然后从LM怎么样一步一步推演到这个robotics
[03:47:33] 我觉得这才是计算机视觉
[03:47:36] 或者在新的时代下面视觉智能所要解决的问题
[03:47:41] 对
[03:47:42] 然后我觉得这件事情也是多模态的未来
[03:47:47] 因为很明显现在robotics还不work
[03:47:53] 然后我经常跟学生说或者跟我身边的人也说
[03:47:56] 其实我最想做到的事情是
[03:48:00] 通过不做robotics的问题
[03:48:03] 这个方式去解决robotics的问题
[03:48:06] 为什么呀
[03:48:08] 因为你觉得robotics的方式解决不了robotics的问题吗
[03:48:12] 倒也不是
[03:48:13] 因为我觉得我们每个人就我觉得robotics进展也太快了
[03:48:16] 现在这个春晚上面这些语书什么的
[03:48:19] 对我觉得都令人有点瞠目结舌
[03:48:23] 但另一方面我觉得还是要有人focus在预训练的部分
[03:48:29] 就是所谓的这种机器人大脑到底是什么
[03:48:32] 或者这个大脑包含了你的视觉系统
[03:48:35] 对吧
[03:48:36] 在控制的部分在硬件的部分
[03:48:38] 这部分又是说了兄弟爬山各自努力
[03:48:41] 我觉得我不需要去过早的介入硬件
[03:48:47] 然后去做这些事情
[03:48:50] 对
[03:48:51] 我觉得现在有fundamental的research的问题
[03:48:53] 在软件层面没有解决
[03:48:54] 在这种大脑的构建上面没有解决
[03:48:57] 我们需要先专心把这一部分解决好
[03:48:59] 当然这一面很多人会argue说
[03:49:01] 必须得要有一个相当于一个闭环
[03:49:04] 你得要有某种合作的方式
[03:49:05] 你得要在你的机器人上面去做验证
[03:49:07] 不然的话你现在build的某一个算法
[03:49:09] 某一个模型可能用不上
[03:49:11] 这件事情我也完全认同
[03:49:13] 但我觉得这件事情可以通过某种partnership的方式
[03:49:17] 我只是不想买回来我也没钱
[03:49:22] 我也买不了那么多机器人
[03:49:23] 机器人也有自己的硬件的skinlaw by the way
[03:49:25] 你是需要买很多的机器人才能做好一个硬件的
[03:49:29] 对我想focus在这一点上
[03:49:31] 我还是在大脑的部分
[03:49:33] 然后我觉得这件事情是计算机视觉需要解决的问题
[03:49:37] 是表征学习需要解决的问题
[03:49:39] 也是我觉得到最后世界模型要解决的问题
[03:49:44] 你看凯明那么早就开始想就是要大大大
[03:49:48] 为什么LLM的skinlaw比CV要早那么多
[03:49:54] 好问题对
[03:49:56] 我觉得首先不能说早那么多
[03:49:58] 因为CV现在没有一个skinlaw
[03:50:01] 然后其实之前我们都很绝望了
[03:50:03] 我说Vision怎么始终没有这样一个skinlaw
[03:50:06] 现在可能还行
[03:50:08] 现在比如说这些video diffusion有一定的skinning behavior
[03:50:11] 所有skinning是你能把数据吃下来
[03:50:14] 然后你能够得到更好的结果
[03:50:17] 或者说更形式化的客话就是说你skinlaw
[03:50:23] 就是说你现在如果有一个transformer system
[03:50:25] 我现在满足C等于6 这样一个配比
